id,lat,lon,clothes,shoes,cans,waste,rubbish:source,cars,internet_access,payment:mastercard,payment:visa,cooking_oil,clothes.1,shoes.1,gas_bottles,steel,stone,beverage_cartons,waste.1,textiles,addr:district,addr:state,payment:coins,default,industrial,building_waste,concrete,bulky_waste,name:ne,odbl,glass_related_recycling,electrical_related_recycling,metal_related_recycling,packaging_wastes,paper_wastes,plastic_wastes,organic_wastes,construction_wastes,state,station,hazardous/toxic
2091341505,50.9563124,12.5493444,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2091954401,50.4717143,11.616162,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2093037686,50.9900247,11.0339004,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2093054233,50.9337662,11.6258314,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2093099646,51.2134671,10.4597305,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2097611602,50.6280197,10.6461118,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2097697710,50.4732913,11.6547633,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2098738652,50.9749417,12.4840572,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2098738667,50.9832578,12.4763191,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2098738692,51.0062758,12.4732605,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2098738696,51.0127232,12.469802,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2099040577,51.0491107,10.9500637,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2099041619,51.0475603,10.9544711,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2105243965,50.883788,11.6059104,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2105404570,50.836401,10.6358394,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2108520180,51.0025249,11.6764952,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2123741645,50.3549002,11.1916277,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2134685136,50.7177256,11.2710932,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2135892587,50.3548234,11.1879995,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2139466249,50.8987832,10.3644114,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2139466250,50.9139118,10.3889763,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2139466256,50.9404777,10.3975727,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2141557603,50.6522201,11.4943043,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2144316877,50.8982505,11.5793941,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2144316878,50.8987816,11.5792213,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2149099885,50.9137668,11.5709667,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2149099886,50.9206694,11.5698796,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2150629375,50.6002338,10.5942928,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2153923668,50.9866852,11.3031518,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2161466625,51.0417084,12.3114179,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2161565739,50.4180784,10.7399449,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2173379352,50.7342485,10.4486811,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2187455667,50.9350589,12.6193622,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2193173198,50.5319098,10.4173902,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2193173208,50.5267499,10.4082624,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2193394933,51.0140685,12.4662648,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2194281266,50.8686302,12.0261531,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2201890246,50.7405138,10.4660763,,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2201890247,50.7372923,10.462847,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2204404403,50.9320468,11.607413,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2204631594,50.6765786,11.5387931,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2210531005,50.6851849,11.624725,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2213281456,51.230164,10.0796485,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2213281467,51.2292031,10.0745633,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2244837277,50.6103101,11.523446,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2245304995,50.7362767,11.5940876,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2245304998,50.7363004,11.5940771,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2245304999,50.7363169,11.5940655,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2245305000,50.7363345,11.594054,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2260757167,50.6929956,11.5930986,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2263152652,50.9723845,10.3222474,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2273377087,50.7857583,10.2038385,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2281071474,51.0121611,11.3320203,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2283116526,50.6040481,11.6499217,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2283989795,50.7026389,11.7145737,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2283990247,50.7113997,11.6966712,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2283990314,50.718674,11.6733003,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2287788114,50.5385309,10.6666808,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2293405829,50.6023646,10.6732963,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2294474011,50.7172231,10.3716268,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2294709081,50.8453979,10.1601306,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2297842559,50.8575097,11.7295923,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2308946490,50.8902209,12.365324,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2308954626,50.8864294,12.3640762,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2309848139,50.945977,10.6894614,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2309852270,50.9427488,10.6809923,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2310500260,50.8842962,12.3852713,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2311664317,50.8760147,12.3736472,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2313376736,50.8806057,11.629504,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2316481135,50.9605055,11.8367398,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2320684123,50.7412795,11.4712562,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2320751395,51.0038802,11.0333208,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2341607011,50.5171112,10.7937678,,,yes,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,yes,no,no,no,no,no,Thuringia,recycling centres,no
2347382409,50.9703654,11.8008538,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2347382418,50.9768146,11.7908576,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2351340059,50.6194592,11.5888079,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2351340146,50.6220852,11.5859572,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2357956495,51.5049561,10.7892014,no,,no,no,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2360572158,50.9217456,10.6874279,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2360572163,50.9217617,10.6846475,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2361831723,50.7027364,10.5712213,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2362023657,50.7107046,10.549752,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2363034994,50.6820356,10.5944946,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2368330501,51.3313891,10.2246316,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2368331207,51.3324868,10.2175307,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2370205568,51.0922352,10.2753724,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2370726894,50.9345717,11.5926515,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2371136616,51.0100753,10.9958955,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2372315729,51.0125757,10.992895,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2376399367,51.0117718,10.998066,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2376399563,51.012203,10.9992636,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2376399660,51.0129775,10.9971995,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2376399937,51.0130677,10.9968313,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2377796755,50.7104054,10.5717163,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2379127632,50.9753502,12.2656905,,,,,bottles,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2379127633,50.9798308,12.2898269,,,,,bottles,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2383119814,51.0083428,10.9960005,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2384614880,50.8517024,10.6014483,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2384676269,51.0071719,10.9993176,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2384676468,51.0071534,10.9979979,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2390659069,50.9095203,12.4035399,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2391312811,50.5797255,11.3653149,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2394161870,51.0120299,10.9992608,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2394199695,50.6554753,11.4898876,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2395103303,50.9802302,11.3300636,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2396597183,51.0100418,11.0350821,,,yes,,,yes,,,,,,,,,,,,no,,,,,,,,,,,no,no,yes,no,no,no,no,no,Thuringia,recycling centres,no
2399294708,51.0077013,11.0011996,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2399294751,51.007546,11.0001616,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2399295150,51.0093603,10.9977422,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2403412769,50.9782272,11.3283003,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2403470120,51.4043918,10.4142443,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2403734230,50.9871087,11.3312212,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2404120417,50.5258924,11.6538292,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2405956415,51.0107108,11.0001487,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2405956427,51.011006,11.0009003,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2408747769,50.6327304,10.605811,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2410320349,51.0088547,11.0013652,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2410321319,51.0086977,11.0022932,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2415357395,51.4876232,10.7986275,no,,no,no,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2416014528,50.9807486,11.3380721,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2416367052,51.1629513,11.1872093,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2416677732,51.0107174,11.0025005,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2416677797,51.0111494,11.0018809,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2416677811,51.0101482,11.0029517,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2416881853,51.2291647,11.1309397,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2416881857,51.2474071,11.1586571,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2417740377,50.6997487,10.5657309,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2419842087,50.9770583,11.3246916,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2419929956,50.9347398,11.3307442,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2420157787,51.0089783,11.0039184,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2420158777,51.0096129,11.0052997,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2420159304,51.009412,11.0050932,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2428589998,51.0142573,11.0226105,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2429564316,50.66581,12.2169933,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2432273830,51.0024834,11.0268076,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2433941163,50.9787116,11.3239553,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2433941220,50.9790858,11.3215295,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2449601565,51.0036206,11.0034046,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2449601567,51.0035345,11.003988,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2459205588,51.004647,11.0025495,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2469889156,50.9771693,11.0260723,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2472123302,51.0053889,11.0018516,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2472123372,51.0063576,11.0014359,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2472552213,50.7376109,10.3748995,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2472552214,50.7386043,10.367313,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2478008388,50.4745346,10.503839,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2478043976,50.4400881,10.4593438,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2482374420,51.0063723,11.0032707,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2489737096,50.691866,10.4513854,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2500000675,50.9757975,11.0289416,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2500012767,50.978333,11.0320645,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2500013940,50.9798758,11.0229086,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2505255984,50.967371,11.0484673,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2505260937,50.9655466,11.0501206,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2505265148,50.9578421,11.0636582,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2505265957,50.9559905,11.0683745,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2505266249,50.9552832,11.0721335,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2505266777,50.9544744,11.0751503,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2505307990,50.7225694,10.4737122,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2505804136,50.9727477,11.3235839,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2507270358,50.8909346,12.09443,no,,no,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2509582603,51.0072971,11.0042408,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2509582614,51.0079705,11.0058287,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2510324280,50.9522789,12.3398642,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2510335022,50.9819062,12.4176226,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2514394358,51.0057003,11.0056574,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2517898178,50.9792212,12.4501268,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2521940407,50.7199694,10.4718046,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2524879116,50.4801376,10.6406411,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2529438387,50.9718297,11.3264767,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2533677486,50.6123456,10.7025373,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2575572341,50.6133111,10.7099983,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2577256176,50.6437455,12.2167689,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2583486723,50.6485748,11.9473774,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2585194229,50.9830093,11.3181085,,,,yes,,,,,,,,,,,,,,yes,,,,,,,,,,,yes,yes,yes,yes,yes,yes,yes,yes,Thuringia,recycling centres,yes
2595534276,50.8823622,11.6267139,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2598026418,50.8806168,11.606543,yes,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2602241517,51.0183634,12.4387322,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
2610253226,50.9984539,12.4176322,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,no,no,no,no,no,no,no,no,Thuringia,recycling centres,no
